"District","State","YearCode","District.Code","State.Code","Amount.of.Arsenic","Amount.of.carbonate","Amount.of.Calcium","Amount.of.Chloride","Amount.of.Electrical.Conductivity","Amount.of.Fluorine","Amount.of.Iron","Amount.of.Hydrogencarbonate","Amount.of.Potassium","Amount.of.Magnesium","Amount.of.Nitrate","Amount.of.Sodium","Percentage.of.Sodium","Amount.of.Phosphate.Ion","Amount.of.Residual.Sodium.Carbonate","Amount.of.Sodium.absorption.ratio","Amount.of.Sulfate","Amount.of.Silicon.dioxide","Amount.of.Hardness.Total","Amount.of.Alkalinity.Total","Amount.of.Total.Dissolved.Solids","Amount.of.Potential.of.Hydrogen","district_year_id","SDP","Ginni.Index"
"Gondia","Maharashtra",2014,476,27,"","0","67.25","115.611111111111","395.333333333333","0.462777777777778","","174.866666666667","1.41666666666667","38.2905555555556","1.93333333333333","4.95","","","-7.27888888888889","0.121666666666667","34.4888888888889","","325.277777777778","143.333333333333","","7.55555555555556","476_2014",1345341,"0.4"
"Gondia","Maharashtra",2016,476,27,"","1.31818181818182","85.7221614545455","128.375556818182","856.090909090909","0.460454545454545","0","189.794545454545","4.99318181818182","23.1266545454545","21.1363636363636","42.095","25.9190476190476","","-6.04676163636364","1.08112645454545","38.9577272727273","","308.013636363636","84.015","568.557142857143","7.74545454545455","476_2016",1596121,"0.4"
"Gopalganj","Bihar",2002,197,10,"","","","","733.777777777778","","","","","","","","","","","","","","","","","8.36555555555556","197_2002",56975,"0.17"
"Gopalganj","Bihar",2009,197,10,"","14.5714285714286","33.4285714285714","100","990","","","279.857142857143","11.5285714285714","30","","121.428571428571","","","1.86857142857143","3.57428571428571","","","208.571428571429","","","","197_2009",101938,"0.17"
"Gopalganj","Bihar",2006,197,10,"","","","","","","","","","","","","","","","","","","","","","","197_2006",80260,"0.17"
"Gopalganj","Bihar",2000,197,10,"","","","","","","","","","","","","","","","","","","","","","","197_2000",53656,"0.17"
"Gopalganj","Bihar",2014,197,10,"","","","","","","","","","","","","","","","","","","","","","","197_2014",255739,"0.17"
"Gopalganj","Bihar",2007,197,10,"","18","29.3333333333333","79","641.666666666667","","","168.666666666667","7.06666666666667","23.6666666666667","","61","","","3.16","2.14972223633333","","","170","158.266666666667","","8.37333333333333","197_2007",84415,"0.17"
"Gopalganj","Bihar",2016,197,10,"","0.857142857142857","41.6190476190476","75.4721428571429","834.428571428571","0.370952380952381","0","305.988095238095","16.7961904761905","33.772619047619","12.2880952380952","72.9671428571429","","0","0","0","31.3985714285714","20.2095238095238","244.285714285714","0","542.378571428571","7.79714285714286","197_2016",289265,"0.17"
"Gopalganj","Bihar",2004,197,10,"","","","","","","","","","","","","","","","","","","","","","","197_2004",70167,"0.17"
"Gopalganj","Bihar",2010,197,10,"","0","62","60.57","813.6","","","359.8","8.95","28.23","","50.8","","","1.45142857142857","1.312","","","272","","","","197_2010",117503,"0.17"
"Gopalganj","Bihar",2005,197,10,"","","","","","","","","","","","","","","","","","","","","","","197_2005",68419,"0.17"
"Gopalganj","Bihar",2003,197,10,"","","","","","","","","","","","","","","","","","","","","","","197_2003",53301,"0.17"
"Gopalganj","Bihar",2015,197,10,"","","","","","","","","","","","","","","","","","","","","","","197_2015",269200,"0.17"
"Gopalganj","Bihar",2017,197,10,"","","","","","","","","","","","","","","","","","","","","","","197_2017",312605,"0.17"
"Gopalganj","Bihar",2008,197,10,"","0","70.8","32.82","678","","","295.4","3.9","15.74","","36.6","","","1.28666666666667","1.028","","","242","","","7.982","197_2008",97284,"0.17"
"Gopalganj","Bihar",2012,197,10,"","0.666666666666667","17.1111111111111","87.0455555555556","833","","","291.811111111111","31","38.2222222222222","","78","","","4.38","2.45222222222222","","","199.444444444444","","","7.82111111111111","197_2012",236933,"0.17"
"Gopalganj","Bihar",2018,197,10,"","","","","","","","","","","","","","","","","","","","","","","197_2018",345545,"0.17"
"Gopalganj","Bihar",2013,197,10,"","1.66666666666667","13.8333333333333","58.7416666666667","713.25","0.444166666666667","","276.9","21.725","33.745","12.7916666666667","66.9166666666667","","","3.69763109977778","2.265711798","27.0916666666667","","173.333333333333","","","8.00416666666667","197_2013",246915,"0.17"
"Gopalganj","Bihar",2011,197,10,"","19.7142857142857","49.1428571428571","113.6","972.857142857143","","","481.9","40.3","49.9014285714286","","78.7142857142857","","","4.96666666666667","1.86571428571429","","","327.857142857143","","","8.63142857142857","197_2011",228497,"0.17"
"Gopalganj","Bihar",2001,197,10,"","0","36","32","950","","","470","5.15","58.5","","50.5","","","4.4","1.2698237315","","","330","","","7.395","197_2001",50579,"0.17"
"Gorakhpur","Uttar Pradesh",2015,148,9,"","","","","","","","","","","","","","","","","","","","","","","148_2015",792049,"0.32"
"Gorakhpur","Uttar Pradesh",2014,148,9,"","","","","","","","","","","","","","","","","","","","","","","148_2014",729686,"0.32"
"Gorakhpur","Uttar Pradesh",2002,148,9,"","","","68.6","646.666666666667","0.463636363636364","","","","","28.2866666666667","","","","","","","","","","","8.06266666666667","148_2002",168198,"0.32"
"Gorakhpur","Uttar Pradesh",2011,148,9,"","","","","","","","","","","","","","","","","","","","","","","148_2011",645132,"0.32"
"Gorakhpur","Uttar Pradesh",2013,148,9,"","","","","","","","","","","","","","","","","","","","","","","148_2013",707469,"0.32"
"Gorakhpur","Uttar Pradesh",2000,148,9,"","","75.1111111111111","68.2222222222222","747.888888888889","0.46","","317.555555555556","2.1","26.1111111111111","21.68","55.4444444444444","","","","1.36666666666667","55.3","","295.555555555556","","","7.87777777777778","148_2000",160015,"0.32"
"Gorakhpur","Uttar Pradesh",2018,148,9,"0","0","56.3333333333333","36.6316666666667","476.166666666667","0.2225","0","226.92","3.66666666666667","13.52","0","23.8333333333333","","","0","0","7.16666666666667","33.5","197.166666666667","0","0","8.05833333333333","148_2018",949184,"0.32"
"Gorakhpur","Uttar Pradesh",2016,148,9,"","","","","","","","","","","","","","","","","","","","","","","148_2016",888453,"0.32"
"Gorakhpur","Uttar Pradesh",2006,148,9,"","","","","","","","","","","","","","","","","","","","","","","148_2006",263935,"0.32"
"Gorakhpur","Uttar Pradesh",2003,148,9,"","","","","611.285714285714","0.480714285714286","","","","","","","","","","","","","","","","","148_2003",177054,"0.32"
"Gorakhpur","Uttar Pradesh",2009,148,9,"","","","","","","","","","","","","","","","","","","","","","","148_2009",320989,"0.32"
"Gorakhpur","Uttar Pradesh",2017,148,9,"","","","","","","","","","","","","","","","","","","","","","","148_2017",922458,"0.32"
"Gorakhpur","Uttar Pradesh",2007,148,9,"","","","","","","","","","","","","","","","","","","","","","","148_2007",280851,"0.32"
"Gorakhpur","Uttar Pradesh",2012,148,9,"","","","","","","","","","","","","","","","","","","","","","","148_2012",673552,"0.32"
"Gorakhpur","Uttar Pradesh",2008,148,9,"","","","","","","","","","","","","","","","","","","","","","","148_2008",302192,"0.32"
"Gorakhpur","Uttar Pradesh",2010,148,9,"","","","","","","","","","","","","","","","","","","","","","","148_2010",346621,"0.32"
"Gorakhpur","Uttar Pradesh",2005,148,9,"","","","","","","","","","","","","","","","","","","","","","","148_2005",244514,"0.32"
"Gorakhpur","Uttar Pradesh",2001,148,9,"","","81.1428571428571","69.8571428571429","912.857142857143","1.16571428571429","","358.285714285714","1.87142857142857","44.4","17.6666666666667","40.2857142857143","","","","0.897142857142857","55.2857142857143","","387.142857142857","","","8.01428571428571","148_2001",162926,"0.32"
"Gorakhpur","Uttar Pradesh",2004,148,9,"","0","32","99.25","755","0.6","","220","3","48.6625","35.75","48","","","0.02","1.225","28.75","","280","180.3","","8.15","148_2004",231029,"0.32"
"Gumla","Jharkhand",2000,331,20,"","","","","","","","","","","","","","","","","","","","","","","331_2000",26663,"0.21"
"Gumla","Jharkhand",2004,331,20,"","20.6666666666667","64.8333333333333","142.333333333333","793.333333333333","","","155.666666666667","4.25","20.8333333333333","","65.8333333333333","","","","1.70666666666667","","","248.666666666667","","","7.97166666666667","331_2004",53056,"0.21"
"Gumla","Jharkhand",2015,331,20,"","","","","","","","","","","","","","","","","","","","","","","331_2015",158231,"0.21"
"Gumla","Jharkhand",2013,331,20,"","0","44.9090909090909","69.4545454545455","568.818181818182","0.164545454545455","","177.154545454545","7.44909090909091","18.5954545454545","29.4363636363636","50","","","0.686666666666667","1.59272727272727","18.6363636363636","","174.545454545455","","","7.63818181818182","331_2013",150609,"0.21"
"Gumla","Jharkhand",2001,331,20,"","","","","","","","","","","","","","","","","","","","","","","331_2001",28500,"0.21"
"Gumla","Jharkhand",2003,331,20,"","","","","584.714285714286","0.318571428571429","","","","","","","","","","","","","","","","7.41428571428571","331_2003",31515,"0.21"
"Gumla","Jharkhand",2014,331,20,"","","","","","","","","","","","","","","","","","","","","","","331_2014",170568,"0.21"
"Gumla","Jharkhand",2016,331,20,"","","","","","","","","","","","","","","","","","","","","","","331_2016",176363,"0.21"
"Gumla","Jharkhand",2010,331,20,"","14.5714285714286","42.5714285714286","79.4285714285714","531.714285714286","","","74.1428571428571","3.81428571428571","10.7857142857143","","49.7142857142857","","","0.14","1.63","","","150.714285714286","","","8.31428571428571","331_2010",76134,"0.21"
"Gumla","Jharkhand",2018,331,20,"","","","","","","","","","","","","","","","","","","","","","","331_2018",208701,"0.21"
"Gumla","Jharkhand",2009,331,20,"","0","36.6666666666667","55.5555555555556","557.444444444444","","","141.666666666667","6.83333333333333","14.1555555555556","","68.2222222222222","","","0.71","2.43333333333333","","","150","","","7.70111111111111","331_2009",66465,"0.21"
"Gumla","Jharkhand",2006,331,20,"","0","88.3333333333333","137.666666666667","909","0.26","","190.666666666667","4.76666666666667","18.4633333333333","92.6666666666667","81.3333333333333","","","","1.90333333333333","50","","296.333333333333","","","7.10666666666667","331_2006",51527,"0.21"
"Gumla","Jharkhand",2005,331,20,"","","","","","","","","","","","","","","","","","","","","","","331_2005",50678,"0.21"
"Gumla","Jharkhand",2002,331,20,"","","","","720.5","","","","","21.65","","","","","","","","","89.05","","","8.02","331_2002",29298,"0.21"
"Gumla","Jharkhand",2007,331,20,"","","52","82.075","734.25","","","423.1875","3.95","16.165","","55.6875","","","6.025","1.66125","","","196.25","346.875","","7.2475","331_2007",63005,"0.21"
"Gumla","Jharkhand",2012,331,20,"","0","45.8333333333333","68.8333333333333","560.416666666667","0.147272727272727","","174","8.68666666666667","16.72","31.0333333333333","48.3333333333333","","","0.666666666666667","1.565","16.0833333333333","","170.416666666667","","","7.665","331_2012",149526,"0.21"
"Gumla","Jharkhand",2008,331,20,"","0","59.3333333333333","87","646.333333333333","","","145","3.44444444444444","11.3555555555556","","50.1111111111111","","","0.2","1.48555555555556","","","195.555555555556","","","7.52222222222222","331_2008",60472,"0.21"
"Gumla","Jharkhand",2011,331,20,"","11.6666666666667","43.7777777777778","79.8666666666667","550.222222222222","","","86.3111111111111","3.46666666666667","11.09","","53","","","0.14","1.78333333333333","","","155","","","8.39","331_2011",137383,"0.21"
"Gumla","Jharkhand",2017,331,20,"","","","","","","","","","","","","","","","","","","","","","","331_2017",191573,"0.21"
"Guna","Madhya Pradesh",2005,406,23,"","3.66666666666667","62.7777777777778","70.2222222222222","795.722222222222","0.14","","269.166666666667","1.80555555555556","30.1288888888889","40.6666666666667","51.9444444444444","","","1.93714285714286","1.38166666666667","28.6111111111111","","280.555555555556","226.744444444444","","7.68","406_2005",104975,"0.23"
"Guna","Madhya Pradesh",2003,406,23,"","","","","1175.5","0.04","","","","","","","","","","","","","","","","7.645","406_2003",75400,"0.23"
"Guna","Madhya Pradesh",2014,406,23,"","2.18181818181818","61.6363636363636","71.8636363636364","936.590909090909","0.322272727272727","","353.954545454545","6.80909090909091","43.3413636363636","41.1136363636364","56.5","","","-1.53545454545455","1.38772727272727","19.8636363636364","","332.045454545455","293.763181818182","","7.85181818181818","406_2014",339247,"0.23"
"Guna","Madhya Pradesh",2017,406,23,"","0","96.8695652173913","96.6086956521739","1026.04347826087","0.442608695652174","","358.95652173913","3.21304347826087","34.8534782608696","33.4782608695652","57.4782608695652","","0.002","-3.63478260869565","1.29695652173913","41.0869565217391","36.4347826086956","385.04347826087","","","7.3195652173913","406_2017",441956,"0.23"
"Guna","Madhya Pradesh",2016,406,23,"","0","61.5238095238095","86.7619047619048","832.857142857143","0.180952380952381","","302.857142857143","1.71904761904762","36.8095238095238","30.2380952380952","66.9809523809524","","0.0408095238095238","","","48.8571428571429","","305.714285714286","","506.868421052632","7.57","406_2016",419465,"0.23"
"Guna","Madhya Pradesh",2007,406,23,"","0","63.3913043478261","156.086956521739","883.695652173913","0.700869565217391","","213.565217391304","2.4","22.2439130434783","16.5565217391304","89.3913043478261","","","2.416","2.66695652173913","16.3913043478261","","249.652173913043","175.069565217391","","7.65217391304348","406_2007",119958,"0.23"
"Guna","Madhya Pradesh",2002,406,23,"","0","78.4210526315789","98.1052631578947","928.210526315789","1.04166666666667","","288.105263157895","2.14421052631579","30.1052631578947","41.1052631578947","68.4210526315789","","","6.83","1.67842105263158","32.1052631578947","","314.473684210526","","","7.86473684210526","406_2002",67795,"0.23"
"Guna","Madhya Pradesh",2010,406,23,"","0","73.2222222222222","82.6666666666667","856.444444444444","0.493888888888889","0.29","310.111111111111","3.22777777777778","22.3755555555556","39.1666666666667","67.8333333333333","","","4.39333333333333","1.84611111111111","22.7777777777778","","274.722222222222","254.205555555556","","7.49833333333333","406_2010",155701,"0.23"
"Guna","Madhya Pradesh",2009,406,23,"","0","99.5454545454545","120.5","932.409090909091","0.426818181818182","0.319","304.909090909091","5.75","25.8709090909091","24.9090909090909","45.9545454545455","","","1.0175","1.04272727272727","41.2272727272727","","354.772727272727","245.9","","7.28136363636364","406_2009",147933,"0.23"
"Guna","Madhya Pradesh",2013,406,23,"","0","55.6666666666667","85.9839166666667","876.291666666667","0.485","","225.808416666667","1.51304347826087","53.01125","32.5","35.4583333333333","","","3.4","0.8725","94.4166666666667","","357.083333333333","197.7","","7.3825","406_2013",322598,"0.23"
"Guna","Madhya Pradesh",2006,406,23,"","","","","","","","","","","","","","","","","","","","","","","406_2006",114545,"0.23"
"Guna","Madhya Pradesh",2018,406,23,"0","0","82.1052631578947","69.6315789473684","872.421052631579","0.357894736842105","0","327","2.68421052631579","28.3668421052632","27","49.1578947368421","","0.0368421052631579","-2.14210526315789","1.19736842105263","31.8421052631579","35.8421052631579","321.526315789474","0","0","7.24789473684211","406_2018",482361,"0.23"
"Guna","Madhya Pradesh",2001,406,23,"","0","62.75","98.5","847.125","0.956875","","271.5625","3.2625","15.75","20.895","93.8125","","","2.495","3.138125","36.4375","","225","","","7.580625","406_2001",71525,"0.23"
"Guna","Madhya Pradesh",2012,406,23,"","0","75.6842105263158","119.460736842105","878.210526315789","0.374736842105263","0.844","280.649263157895","3.48947368421053","23.6110526315789","20.6842105263158","68.7368421052632","","","0.788","1.69631578947368","23","","286.315789473684","219.7","","7.27578947368421","406_2012",306853,"0.23"
"Guna","Madhya Pradesh",2000,406,23,"","0","66.9411764705882","62.2941176470588","815.882352941176","0.474","","332.352941176471","3.35294117647059","30.5882352941176","22.5294117647059","45.8235294117647","","","3.27","1.28882352941176","18.5882352941176","","290.882352941176","","","7.88235294117647","406_2000",66750,"0.23"
"Guna","Madhya Pradesh",2011,406,23,"","0","72.2222222222222","59.8235294117647","730.5","0.21","0.3275","286.111111111111","2.49444444444444","22.3744444444444","32.6666666666667","41.6666666666667","","","2.12222222222222","1.16777777777778","16.9444444444444","","272.222222222222","234.517222222222","","7.60611111111111","406_2011",282371,"0.23"
